Name	MOA	Target	Disease Area	Indication	Id	Phase
sultamicillin	antibacterial 		infectious disease	gram-negative bacterial infections, gram-positive bacterial infections	BRD-K00004694-001-01-9	Launched
sultiame	carbonic anhydrase inhibitor	CA2			BRD-K00003488-001-01-9	Phase 3
sultopride	dopamine receptor antagonist				BRD-K00003312-003-01-9	Preclinical
sumanirole	dopamine receptor agonist	DRD2			BRD-K30485548-050-01-6	Phase 3
sumatriptan	serotonin receptor agonist	HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR5A, HTR6, HTR7	neurology/psychiatry	migraine headache	BRD-K50938287-001-09-0, BRD-K50938287-036-16-1, BRD-K50938287-036-12-0, BRD-K50938287-036-13-8	Launched
SUN-B-8155	calcitonin agonist	CALCR			BRD-K36274133-001-02-0, BRD-K36274133-001-01-2, BRD-K36274133-001-03-9	Preclinical
SUN-11602	fibroblast growth factor mimetic	FGFR1			BRD-K71250460-001-02-9, BRD-K71250460-001-02-9, BRD-K71250460-001-01-1	Preclinical
sunitinib	FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor	CSF1R, FGFR1, FLT1, FLT3, FLT4, KDR, KIT, PDGFRA, PDGFRB, RET	oncology	gastrointestinal stromal tumors (GIST), renal cell carcinoma (RCC), neuroendocrine tumors of pancreatic origin (PNET)	BRD-K42828737-001-03-3, BRD-K42828737-001-03-3, BRD-K42828737-001-03-3, BRD-K42828737-001-03-3, BRD-K42828737-044-09-0, BRD-K42828737-044-09-0, BRD-K42828737-044-10-8, BRD-K42828737-044-10-8, BRD-K42828737-044-10-8, BRD-K42828737-044-10-8, BRD-K42828737-044-10-8, BRD-K42828737-044-12-4	Launched
suplatast	histamine release inhibitor, immunoglobulin inhibitor		rheumatology	Kimura's disease	BRD-A98427211-075-06-1, BRD-A98427211-075-03-8, BRD-A98427211-075-04-6, BRD-A98427211-075-05-3, BRD-A98427211-075-02-0	Launched
suprofen	cyclooxygenase inhibitor	PTGS1, PTGS2			BRD-A34006693-001-15-4, BRD-A34006693-001-14-7, BRD-A34006693-001-16-9	Withdrawn
suramin	DNA synthesis inhibitor	F2, FSHR, P2RY1, P2RY11, P2RY13, P2RY2, PLA2G2A, RYR1, RYR2, SIRT5	infectious disease	African trypanosomiasis, onchocerciasis	BRD-K70327167-348-13-4, BRD-K70327167-348-12-6	Launched
suritozole	GABA receptor inverse agonist	GABBR1			BRD-K98557884-001-01-6, BRD-K98557884-001-01-6	Phase 2
sutezolid	protein synthesis inhibitor				BRD-K86670086-001-02-5	Phase 2
suxibuzone	cyclooxygenase inhibitor		rheumatology, neurology/psychiatry	joint pain, muscle pain	BRD-K78815826-001-15-9, BRD-K78815826-001-13-8, BRD-K78815826-001-13-8, BRD-K78815826-001-14-6	Launched
SU014813	PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor	KDR			BRD-K00003547-001-01-9	Phase 2
SU16f	PDGFR tyrosine kinase receptor inhibitor	PDGFRB			BRD-K91106808-001-03-9, BRD-K91106808-001-02-0, BRD-K91106808-001-02-0	Preclinical
SU3327	JNK inhibitor	MAPK8			BRD-K32730239-001-02-8, BRD-K32730239-001-02-8, BRD-K32730239-001-02-8, BRD-K32730239-001-01-0, BRD-K32730239-001-01-0, BRD-K32730239-001-03-9	Preclinical
SU4312	PDGFR tyrosine kinase receptor inhibitor, tyrosine kinase inhibitor, VEGFR inhibitor	KDR, PDGFRB			BRD-K20287671-001-07-9, BRD-K20287671-001-06-9	Preclinical
SU9516	CDK inhibitor	CDK1, CDK2, CDK4, CDK5			BRD-K94883909-001-18-5, BRD-K94883909-001-17-7, BRD-K94883909-001-17-7	Preclinical
swainsonine	alpha mannosidase inhibitor	MAN2A1			BRD-K15170068-001-03-2	Phase 2
SX-011	MAP kinase inhibitor	MAPK14			BRD-K45385835-001-03-2, BRD-K45385835-001-03-2, BRD-K45385835-001-02-4	Preclinical
SY-640					BRD-K00004665-001-01-9	Phase 2
SYM-2081	kainate receptor antagonist	GRIK1, GRIK2, GRIK3, GRIK4, GRIK5, SLC1A2			BRD-K72106461-001-02-1, BRD-K72106461-001-03-9	Preclinical
SYM-2206	glutamate receptor antagonist	GRIA1, GRIA2, GRIA3, GRIA4			BRD-A77218119-001-04-3, BRD-A77218119-001-04-3, BRD-A77218119-001-03-5	Preclinical
symclosene					BRD-K33642804-001-01-1, BRD-K33642804-001-02-9	Preclinical
synephrine	adrenergic receptor agonist	ADRA1A	otolaryngology	sinusitis	BRD-K01825585-003-03-9, BRD-K01825585-003-02-9	Launched
S1P1-agonist-III	sphingosine kinase inhibitor	S1PR1			BRD-K12745498-001-02-6, BRD-K12745498-001-03-4, BRD-K12745498-001-01-8, BRD-K12745498-001-01-8	Preclinical
S15535	serotonin receptor agonist				BRD-K00004653-001-01-9	Preclinical
S18986	glutamate receptor modulator	GRIA1, GRIA2, GRIA3, GRIA4			BRD-K02501528-001-01-1, BRD-K02501528-001-01-1	Phase 2
S26948	PPAR receptor agonist	PPARG			BRD-K48826825-001-02-6, BRD-K48826825-001-01-8, BRD-K48826825-001-04-9	Preclinical
S4	carbonic anhydrase inhibitor	CA12, CA9			BRD-K96798615-001-01-4, BRD-K96798615-001-02-9	Preclinical
S49076	tyrosine kinase inhibitor				BRD-K00003147-001-01-9	Preclinical
S63845	MCL1 inhibitor				BRD-K91876515-001-03-9, BRD-K91876515-001-03-9	Preclinical
T-0070907	PPAR receptor antagonist	PPARG			BRD-K31843556-001-05-8, BRD-K31843556-001-04-1, BRD-K31843556-001-07-9, BRD-K31843556-001-07-9, BRD-K31843556-001-03-3	Preclinical
T-0156	phosphodiesterase inhibitor	PDE5A			BRD-K63516691-003-03-8, BRD-K63516691-003-04-9, BRD-K63516691-003-02-0, BRD-K63516691-003-02-0, BRD-K63516691-003-02-0	Preclinical
T-025	CLK inhibitor					Preclinical
T-0901317	LXR agonist	NCOA1, NCOA2, NR1H2, NR1H3, NR1I2, RXRB			BRD-K23383398-001-10-7, BRD-K23383398-001-10-7, BRD-K23383398-001-09-9, BRD-K23383398-001-09-9, BRD-K23383398-001-09-9, BRD-K23383398-001-09-9, BRD-K23383398-001-08-1, BRD-K23383398-001-11-9	Preclinical
T-1095	sodium/glucose cotransporter inhibitor				BRD-K00004631-001-01-9	Preclinical
T-5224	AP inhibitor	JUN			BRD-K84925803-001-01-9, BRD-K84925803-001-01-9, BRD-K84925803-001-02-9	Phase 2
T-5601640	LIM kinase inhibitor	LIMK2			BRD-K83492904-001-03-9, BRD-K83492904-001-01-9	Preclinical
T-62	adenosine receptor modulator	ADORA2A			BRD-K09001147-001-02-4, BRD-K09001147-001-01-6	Phase 2
T-807	PET radiotracer				BRD-K00003402-001-01-9	Phase 2
TA-01	casein kinase inhibitor, MAP kinase inhibitor	CSNK1D, CSNK1E, MAPK14			BRD-K79856806-001-01-0, BRD-K79856806-001-01-0, BRD-K79856806-001-01-0, BRD-K79856806-001-01-0	Preclinical
tacalcitol	vitamin D receptor agonist	VDR	dermatology	psoriasis, chapped lips	BRD-K73237276-001-02-9, BRD-K73237276-001-01-0, BRD-K73237276-001-01-0, BRD-K73237276-001-01-0, BRD-K73237276-001-01-0, BRD-K73237276-001-01-0, BRD-K73237276-001-01-0	Launched
tacedinaline	HDAC inhibitor	HDAC1			BRD-K52313696-001-14-9, BRD-K52313696-001-14-9, BRD-K52313696-001-12-3, BRD-K52313696-001-12-3, BRD-K52313696-001-12-3, BRD-K52313696-001-12-3, BRD-K52313696-001-12-3	Phase 3
tacrine	acetylcholinesterase inhibitor	ACHE, BCHE	neurology/psychiatry	Alzheimer's disease	BRD-K81473089-003-24-6, BRD-K81473089-003-24-6, BRD-K81473089-003-24-6, BRD-K81473089-003-26-1, BRD-K81473089-003-27-9, BRD-K81473089-003-25-3	Launched
tadalafil	phosphodiesterase inhibitor	PDE11A, PDE5A	urology	erectile dysfunction	BRD-K93645900-001-12-1, BRD-K93645900-001-12-1, BRD-K93645900-001-12-1, BRD-K93645900-001-14-9, BRD-K93645900-001-14-9, BRD-K93645900-001-11-3	Launched
tafamidis-meglumine	transthyretin amyloid inhibitor	TTR	neurology/psychiatry	familial amyloid polyneuropathy (FAP)	BRD-K23728141-001-01-2, BRD-K23728141-001-02-9	Launched
tafenoquine	antimalarial agent		infectious disease	malaria	BRD-A78965079-036-01-8	Launched
tafluprost	prostaglandin inhibitor	PTGFR	ophthalmology	glaucoma, ocular hypertension	BRD-K65059905-001-02-9	Launched
tagatose	phosphorylase inhibitor	PYGL			BRD-K18320600-001-01-9	Launched
TAK-063	phosphodiesterase inhibitor	PDE10A			BRD-K57155378-001-01-1	Phase 2
TAK-220	CC chemokine receptor antagonist	CCR5			BRD-K38793468-001-01-4, BRD-K38793468-001-01-4, BRD-K38793468-001-01-4	Phase 1
TAK-243	ubiquitin activating enzyme inhibitor				BRD-K00003376-001-01-9	Phase 1
TAK-285	EGFR inhibitor	ERBB2			BRD-K80343549-001-03-9, BRD-K80343549-001-02-6, BRD-K80343549-001-02-6, BRD-K80343549-001-02-6	Phase 1
TAK-593	VEGFR inhibitor	PDGFRA			BRD-K67262033-001-01-0, BRD-K67262033-001-01-0	Phase 1
TAK-632	RAF inhibitor	BRAF			BRD-K31866293-001-01-6, BRD-K31866293-001-01-6, BRD-K31866293-001-01-6, BRD-K31866293-001-01-6	Preclinical
TAK-659	spleen associated tyrosine kinase inhibitor				BRD-K71500795-003-02-9, BRD-K71500795-003-02-9	Phase 2
TAK-733	MEK inhibitor	MAP2K1			BRD-K26667523-001-02-5, BRD-K26667523-001-04-9, BRD-K26667523-001-03-3, BRD-K26667523-001-03-3	Phase 1
TAK-779	CC chemokine receptor antagonist				BRD-K00003155-003-01-9	Preclinical
TAK-901	Aurora kinase inhibitor	AURKB			BRD-K01683783-001-02-6, BRD-K01683783-001-02-6, BRD-K01683783-001-03-9	Phase 1
TAK-960	PLK inhibitor	PLK1			BRD-K48059512-003-01-0, BRD-K48059512-001-01-4, BRD-K48059512-001-01-4, BRD-K48059512-001-01-4	Phase 1
talabostat	dipeptidyl peptidase inhibitor, fibroblast activation protein inhibitor	DPP4			BRD-K37419961-066-03-8, BRD-K37419961-066-02-0, BRD-K37419961-066-01-2	Phase 3
taladegib	smoothened receptor antagonist	DHH, IHH, SMO			BRD-K50498985-001-03-3, BRD-K50498985-001-03-3, BRD-K50498985-001-03-3, BRD-K50498985-001-03-3, BRD-K50498985-001-03-3, BRD-K50498985-001-04-9	Phase 2
talampanel	glutamate receptor antagonist	GRIA1, GRIA2, GRIA3, GRIA4			BRD-K80359953-001-01-3, BRD-K80359953-001-01-3, BRD-K80359953-001-02-1	Phase 2
talaporfin	photosensitizing agent				BRD-K00004965-342-01-9	Phase 3
talarozole	cytochrome P450 inhibitor	CYP26A1			BRD-A95755460-001-02-9, BRD-A95755460-001-01-3, BRD-A95755460-001-01-3	Phase 2
talazoparib	PARP inhibitor	PARP2	oncology	breast cancer	BRD-K95142244-001-01-5, BRD-K95142244-001-01-5, BRD-K95142244-001-01-5, BRD-K95142244-001-01-5, BRD-K95142244-001-01-5, BRD-K95142244-001-01-5, BRD-K95142244-001-03-9	Launched
talinolol	adrenergic receptor antagonist	ADRB1	cardiology	hypertension	BRD-A94276798-001-01-4, BRD-A94276798-001-01-4, BRD-A94276798-001-01-4	Launched
talipexole	adrenergic receptor agonist, dopamine receptor agonist	ADRA2A, DRD2, HTR3A	infectious disease	genitial herpes	BRD-K75615183-300-04-7, BRD-K75615183-300-05-4, BRD-K75615183-300-06-2, BRD-K75615183-300-03-9	Launched
talmapimod	p38 MAPK inhibitor	IL1B, MAPK11, MAPK14, MT-CO2, TNF			BRD-K17555800-003-02-3, BRD-K17555800-003-02-3, BRD-K17555800-003-01-5, BRD-K17555800-003-01-5, BRD-K17555800-003-01-5, BRD-K17555800-003-01-5, BRD-K17555800-001-01-9, BRD-K17555800-001-01-9, BRD-K17555800-001-01-9	Phase 2
talnetant	tachykinin antagonist	TACR2, TACR3			BRD-K47095176-001-02-9, BRD-K47095176-001-01-6	Phase 2
talniflumate	cyclooxygenase inhibitor	CLCA1	neurology/psychiatry	pain relief	BRD-A98378129-001-03-0, BRD-A98378129-001-03-0, BRD-A98378129-001-02-2, BRD-A98378129-001-04-9, BRD-A98378129-001-04-9	Launched
talopram	adrenergic inhibitor	SLC6A2			BRD-A02532772-003-01-7, BRD-A02532772-003-01-7, BRD-A02532772-003-02-9	Phase 2
talsaclidine	acetylcholine receptor agonist				BRD-K00004651-001-01-9	Phase 2/Phase 3
taltirelin	thyrotropin releasing hormone receptor agonist	TRHR	neurology/psychiatry	spinocerebellar ataxia	BRD-K93869735-001-03-9, BRD-K93869735-001-01-1	Launched
taltobulin	tubulin polymerization inhibitor				BRD-K87512222-019-01-7, BRD-K87512222-019-01-7, BRD-K87512222-019-01-7, BRD-K87512222-019-01-7, BRD-K87512222-019-01-7, BRD-K87512222-019-02-9	Phase 1
TAME					BRD-K72231366-001-03-9, BRD-K72231366-001-02-3	Preclinical
tamibarotene	retinoid receptor agonist	RARA, RARB	hematologic malignancy	acute promyelocytic leukemia (APL)	BRD-K36627727-001-05-4, BRD-K36627727-001-05-4, BRD-K36627727-001-05-4, BRD-K36627727-001-06-2	Launched
taminadenant	adenosine receptor antagonist				BRD-K00004682-001-01-9	Phase 1/Phase 2
tamoxifen	estrogen receptor antagonist, selective estrogen receptor modulator (SERM)	EBP, ESR1, ESR2, GPER1, PRKCA, PRKCB, PRKCD, PRKCE, PRKCG, PRKCI, PRKCQ, PRKCZ	oncology	breast cancer	BRD-K93754473-048-23-6, BRD-K93754473-048-23-6, BRD-K93754473-048-27-9, BRD-K93754473-048-18-6, BRD-K93754473-048-19-4, BRD-K93754473-048-20-2, BRD-K93754473-048-21-0	Launched
tamsulosin	adrenergic receptor antagonist	ADRA1A, ADRA1B, ADRA1D	urology	benign prostatic hyperplasia (BPH)	BRD-K74339692-003-03-1, BRD-K74339692-001-01-9	Launched
tanaproget	progesterone receptor agonist	PGR			BRD-K99604664-001-02-9, BRD-K99604664-001-02-9, BRD-K99604664-001-02-9, BRD-K99604664-001-02-9, BRD-K99604664-001-01-1	Phase 2
tandospirone	serotonin receptor agonist	HTR1A	neurology/psychiatry	generalized anxiety disorder (GAD), dysthymic disorder	BRD-K65904673-003-01-0, BRD-K65904673-003-01-0, BRD-K65904673-001-01-4, BRD-K65904673-003-02-9	Launched
tandutinib	FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor	CSF1R, FLT3, KIT, PDGFD, PDGFRB			BRD-K89162000-001-12-9, BRD-K89162000-001-07-2, BRD-K89162000-001-07-2, BRD-K89162000-001-07-2, BRD-K89162000-001-06-4, BRD-K89162000-001-06-4	Phase 2
tangeritin	cell cycle inhibitor				BRD-K25186396-001-10-9, BRD-K25186396-001-09-6	Preclinical
tannic-acid	PARG inhibitor	ANO1	gastroenterology	constipation	BRD-K01584643-001-04-9	Launched
tanshinone-I	AP inhibitor	IFNG			BRD-K34073885-001-10-9, BRD-K34073885-001-07-7, BRD-K34073885-001-09-3, BRD-K34073885-001-09-3	Phase 2
tanshinone-IIA	anti-inflammatory agent, interleukin inhibitor	IL1B, NR1I2, TNF			BRD-K00141480-001-17-9, BRD-K00141480-001-15-4, BRD-K00141480-001-15-4, BRD-K00141480-001-14-7	Phase 2/Phase 3
tapinarof	aryl hydrocarbon receptor agonist				BRD-K00003498-001-01-9	Phase 3
taprenepag	prostaglandin receptor agonist	PTGER2			BRD-K88854110-001-01-5	Phase 2
tarafenacin	acetylcholine receptor antagonist	CHRM3			BRD-K00003568-001-01-9	Phase 2
taranabant	cannabinoid receptor inverse agonist	CNR1			BRD-K35169477-001-02-9, BRD-K35169477-001-02-9, BRD-K35169477-001-01-9, BRD-K35169477-001-01-9, BRD-K35169477-001-01-9	Phase 3
targinine	nitric oxide synthase inhibitor	NOS3			BRD-K22227508-015-05-4	Phase 3
tariquidar	P glycoprotein inhibitor	ABCB1			BRD-K09353376-001-02-1, BRD-K09353376-001-02-1, BRD-K09353376-001-03-9, BRD-K09353376-001-03-9, BRD-K09353376-001-05-4, BRD-K09353376-001-05-4, BRD-K09353376-001-05-4	Phase 3
tartaric-acid	antioxidant				BRD-K36474365-001-09-9, BRD-K36474365-001-06-6	Launched
TAS-103	topoisomerase inhibitor	TOP1			BRD-K09426783-300-01-0, BRD-K09426783-300-01-0, BRD-K09426783-300-03-9	Phase 1
taselisib	PI3K inhibitor	PIK3CA			BRD-K44844162-001-01-6, BRD-K44844162-001-01-6, BRD-K44844162-001-01-6, BRD-K44844162-001-01-6, BRD-K44844162-001-01-6, BRD-K44844162-001-04-0, BRD-K44844162-001-04-0, BRD-K44844162-001-04-0, BRD-K44844162-001-04-0, BRD-K44844162-001-04-0, BRD-K44844162-001-04-0	Phase 3
tasimelteon	melatonin receptor agonist	MTNR1A, MTNR1B	neurology/psychiatry	Non-24-Hour Sleep-Wake Disorder	BRD-K62971431-001-01-9	Launched
tasisulam	apoptosis stimulant				BRD-K42495768-001-01-7, BRD-K42495768-001-01-7, BRD-K42495768-001-01-7, BRD-K42495768-001-01-7, BRD-K42495768-001-01-7, BRD-K42495768-001-01-7, BRD-K42495768-001-02-5	Phase 3
tasquinimod	angiogenesis inhibitor, S100A9 inhibitor	HDAC4			BRD-K14653796-001-02-9, BRD-K14653796-001-02-9, BRD-K14653796-001-01-1, BRD-K14653796-001-01-1	Phase 3
tasuldine	mucolytic agent				BRD-K10415035-001-04-4, BRD-K10415035-001-03-6	Phase 3
taurine	antioxidant		neurology/psychiatry	anxiety, irritability, sleeplessness	BRD-K51474575-001-11-2, BRD-K51474575-001-10-4	Launched
taurocholate	G protein-coupled receptor agonist	CEL, FABP6, SLCO1C1			BRD-K81062487-001-05-8, BRD-K81062487-236-01-9	Phase 1
tauroglycocholate	membrane permeability enhancer				BRD-K00003523-236-01-9	Preclinical
taurolidine	apoptosis stimulant		infectious disease	catheter-related bloodstream infection	BRD-K98765504-001-01-5	Launched
tavaborole	leucyl-tRNA synthetase inhibitor		infectious disease	onychomycosis	BRD-K76713213-001-02-1, BRD-K76713213-001-02-1, BRD-K76713213-001-01-3	Launched
tavilermide	tyrosine kinase partial agonist				BRD-K00003254-001-01-9	Phase 3
taxifolin	opioid receptor antagonist	ADIPOR2			BRD-K94649603-001-14-9, BRD-K94649603-001-14-9, BRD-K94649603-001-10-6, BRD-K94649603-001-11-4, BRD-K94649603-001-11-4, BRD-K94649603-001-11-4	Phase 2
tazarotene	retinoid receptor agonist	RARA, RARB, RARG, RXRB	dermatology	cosmetic, sunscreen lotion	BRD-K76841105-001-04-7, BRD-K76841105-001-04-7, BRD-K76841105-001-05-9	Launched
tazemetostat	histone lysine methyltransferase inhibitor	EZH2			BRD-K11215326-001-02-9, BRD-K11215326-001-03-7, BRD-K11215326-001-03-7, BRD-K11215326-001-03-7	Launched
tazobactam	beta lactamase inhibitor		infectious disease	pneumonia	BRD-K14312455-001-03-9	Launched
TBA-354					BRD-K56405978-001-01-5, BRD-K56405978-001-01-5	Phase 1
TBOA-(DL)	excitatory amino acid transporter inhibitor	SLC1A1, SLC1A2, SLC1A3, SLC1A6, SLC1A7			BRD-M77041484-001-03-4, BRD-M77041484-001-03-4, BRD-M77041484-001-02-6, BRD-M77041484-001-02-6, BRD-M77041484-001-01-8	Preclinical
TC-A-2317	Aurora kinase inhibitor	AURKA			BRD-A12147465-003-01-4, BRD-A12147465-003-01-4, BRD-A12147465-003-02-9, BRD-A12147465-003-02-9	Preclinical
TC-ASK-10	MAP kinase inhibitor	MAP3K5, MAP3K6			BRD-K29660062-300-01-2, BRD-K29660062-300-01-2, BRD-K29660062-300-01-2, BRD-K29660062-001-01-6	Preclinical
TC-E-5002	histone demethylase inhibitor	KDM2A, KDM4A, KDM4C, KDM5A, KDM6A, KDM7A, PHF8			BRD-K15256258-001-03-9, BRD-K15256258-001-01-3, BRD-K15256258-001-02-1	Preclinical
TC-E-5006	gamma secretase modulator	APP			BRD-A66521565-001-03-9, BRD-A66521565-001-03-9, BRD-A66521565-001-01-8, BRD-A66521565-001-01-8	Preclinical
TC-F-2	FAAH inhibitor	FAAH			BRD-K26041695-001-02-5, BRD-K26041695-001-01-7	Preclinical
TC-FPR-43	formyl peptide receptor agonist	FPR2			BRD-K16497916-001-02-9, BRD-K16497916-001-01-6	Preclinical
TC-G-1000	adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C			BRD-K27010807-050-02-9, BRD-K27010807-050-01-3	Preclinical
TC-G-1004	adenosine receptor antagonist	ADORA2A			BRD-K76989898-001-02-9, BRD-K76989898-001-02-9, BRD-K76989898-001-01-1	Preclinical
TC-G-1005	G protein-coupled receptor agonist	GPBAR1			BRD-K16939217-001-02-9, BRD-K16939217-001-01-3	Preclinical
TC-G-1008	G protein-coupled receptor agonist	GPR39			BRD-K87199310-001-01-4, BRD-K87199310-001-02-9	Preclinical
TC-H-106	HDAC inhibitor	HDAC1, HDAC2, HDAC3, HDAC8			BRD-K45044657-001-02-2, BRD-K45044657-001-02-2, BRD-K45044657-001-01-4, BRD-K45044657-001-01-4, BRD-K45044657-001-01-4, BRD-K45044657-001-01-4	Preclinical
TC-I-15	integrin inhibitor	ITGA2, ITGB1			BRD-K17621556-001-02-9, BRD-K17621556-001-01-5, BRD-K17621556-001-01-5	Preclinical
TC-I-2000	transient receptor potential channel antagonist	TRPM8			BRD-A83792282-001-02-9, BRD-A83792282-001-02-9, BRD-A83792282-001-01-6, BRD-A83792282-001-01-6	Preclinical
TC-I-2014	transient receptor potential channel antagonist	TRPM8			BRD-K05262258-001-01-3, BRD-K05262258-001-02-9, BRD-K05262258-001-02-9	Preclinical
TC-LPA5-4	lysophosphatidic acid receptor antagonist	LPAR5			BRD-K32031961-001-02-9, BRD-K32031961-001-02-9, BRD-K32031961-001-02-9, BRD-K32031961-001-01-7, BRD-K32031961-001-01-7	Preclinical
TC-Mps1-12	monopolar spindle 1 kinase inhibitor	TTK			BRD-K76792630-001-02-9, BRD-K76792630-001-01-2	Preclinical
TC-N-1752	sodium channel blocker	SCN9A			BRD-K78161388-001-02-9, BRD-K78161388-001-02-9, BRD-K78161388-001-01-2	Preclinical
TC-NTR1-17	neurotensin agonist	NTSR1			BRD-K79608170-001-03-9, BRD-K79608170-001-02-1	Preclinical
TC-O-9311	G protein-coupled receptor agonist	GPR139			BRD-K54297077-001-01-8, BRD-K54297077-001-01-8, BRD-K54297077-001-02-9	Preclinical
TC-OT-39	oxytocin receptor agonist, vasopressin receptor agonist	AVPR1A, OXT			BRD-K55013981-001-02-9, BRD-K55013981-001-01-3, BRD-K55013981-001-01-3	Preclinical
TC-S-7003	SRC inhibitor	LCK			BRD-K34362291-001-02-9, BRD-K34362291-001-01-5	Preclinical
TC-S-7004	DYRK inhibitor	DYRK1A, DYRK1B			BRD-K89517477-001-03-9, BRD-K89517477-001-01-4, BRD-K89517477-001-01-4, BRD-K89517477-001-01-4	Preclinical
TC-S-7005	PLK inhibitor	PLK2			BRD-K89584803-001-02-9, BRD-K89584803-001-01-9	Preclinical
TC-S-7006	MAP kinase inhibitor	MAP3K8			BRD-K51776215-001-03-9, BRD-K51776215-001-02-5	Preclinical
TC-S-7009	hypoxia inducible factor inhibitor	EPAS1			BRD-K21894922-001-01-9, BRD-K21894922-001-02-9	Preclinical
TC-SP-14	sphingosine 1-phosphate receptor agonist	S1PR1			BRD-K87461578-001-02-9, BRD-K87461578-001-01-5	Preclinical
TCID					BRD-K27536248-001-03-9, BRD-K27536248-001-03-9, BRD-K27536248-001-01-7, BRD-K27536248-001-02-5, BRD-K27536248-001-02-5	Preclinical
TCN201	glutamate receptor antagonist	GRIN2A			BRD-K09787262-001-02-7, BRD-K09787262-001-01-9, BRD-K09787262-001-03-9, BRD-K09787262-001-03-9	Preclinical
TCN238	glutamate receptor positive allosteric modulator	GRM4			BRD-K77915400-001-01-6, BRD-K77915400-001-02-9	Preclinical
TCS-HDAC6-20b	HDAC inhibitor	HDAC6			BRD-K68358632-001-02-9, BRD-K68358632-001-02-9, BRD-K68358632-001-01-0	Preclinical
TCS-OX2-29	orexin receptor antagonist	HCRTR2			BRD-K29424831-003-02-1, BRD-K29424831-003-01-3	Preclinical
TCS-PIM-1-1	Pim kinase inhibitor	PIM1			BRD-K08902330-001-01-3, BRD-K08902330-001-02-9	Preclinical
TCS-2002	glycogen synthase kinase inhibitor	GSK3B			BRD-K00004294-001-01-9	Preclinical
TCS-21311	JAK inhibitor	JAK3			BRD-K49461364-001-02-8, BRD-K49461364-001-02-8, BRD-K49461364-001-02-8, BRD-K49461364-001-01-0, BRD-K49461364-001-01-0	Preclinical
TCS-2210	neural stem cell inducer				BRD-K19958299-001-01-1, BRD-K19958299-001-02-9	Preclinical
TCS-2314	integrin inhibitor	ITGA4, ITGB1			BRD-K55216666-001-01-4, BRD-K55216666-001-01-4, BRD-K55216666-001-02-9	Preclinical
TCS-3035	G protein-coupled receptor agonist	GPR35			BRD-K81935556-001-01-0, BRD-K81935556-001-02-9	Preclinical
TCS-359	FLT3 inhibitor	FLT3			BRD-K81376179-001-04-8, BRD-K81376179-001-04-8, BRD-K81376179-001-07-9, BRD-K81376179-001-03-0, BRD-K81376179-001-03-0, BRD-K81376179-001-06-3, BRD-K81376179-001-05-5	Preclinical
TCS-5861528	transient receptor potential channel antagonist	TRPA1			BRD-A16560607-001-02-5, BRD-A16560607-001-02-5, BRD-A16560607-001-04-9, BRD-A16560607-001-04-9	Preclinical
TCV-309	platelet activating factor receptor antagonist				BRD-K00003278-003-01-9	Preclinical
TC1	beta-secretase inhibitor	BACE1			BRD-K01825674-001-01-9, BRD-K01825674-001-01-9, BRD-K01825674-001-01-9, BRD-K01825674-001-01-9, BRD-K01825674-001-01-9, BRD-K01825674-001-02-9	Preclinical
TC2559	acetylcholine receptor agonist	CHRNA4			BRD-K24227647-364-02-3, BRD-K24227647-364-01-5	Preclinical
TD139	anti-inflammatory agent				BRD-K00003308-001-01-9	Phase 2
tebipenem	bacterial cell wall synthesis inhibitor	CNR1	infectious disease, otolaryngology	pneumonia, otitis	BRD-K28224173-001-03-9	Launched
tecadenoson	adenosine receptor agonist	ADORA1			BRD-K00003289-001-01-9	Phase 2
tecalcet	calcium-sensing receptor agonist	CASR			BRD-K41662846-003-02-3, BRD-K41662846-003-01-5	Phase 2
tecastemizole	histamine receptor antagonist	KCNH2			BRD-K48195801-001-01-6, BRD-K48195801-001-01-6, BRD-K48195801-001-01-6, BRD-K48195801-001-01-6	Phase 3
tecovirimat	orthopoxvirus egress inhibitor		infectious disease	smallpox	BRD-K24312986-001-01-2, BRD-K24312986-001-02-9	Launched
tedizolid	bacterial 50S ribosomal subunit inhibitor		infectious disease	skin infections	BRD-K59436580-001-01-7, BRD-K59436580-001-01-7, BRD-K59436580-001-01-7, BRD-K59436580-001-03-9, BRD-K59436580-001-03-9	Launched
tedizolid-phosphate	protein synthesis inhibitor		infectious disease	skin infections	BRD-K89121095-001-02-5, BRD-K89121095-304-01-5, BRD-K89121095-001-01-7, BRD-K89121095-001-01-7	Launched
tegaserod	serotonin receptor partial agonist	HTR2A, HTR2B, HTR2C, HTR4			BRD-K88743730-050-03-3, BRD-K88743730-050-04-1, BRD-K88743730-050-04-1, BRD-K88743730-050-05-8	Withdrawn
tegobuvir	HCV inhibitor, protease inhibitor				BRD-K26701552-001-02-9, BRD-K26701552-001-01-8	Phase 3
teicoplanin	bacterial cell wall synthesis inhibitor		infectious disease	gram-positive bacterial infections	BRD-K07712545-001-02-9, BRD-K07712545-001-01-8	Launched
